0.07102063	0.0416566	-0.010517265	-0.0020240708	-0.00034937524	0.08710969	0.076261416	0.05559779	-0.0976092	-0.020246347	0.0016414283	-0.012403049	-0.018445367	0.07272162	0.057573527	-0.0021014782
0.03543641	0.081209406	0.016484465	-0.0023208463	-0.041449998	0.053329423	0.126033	0.02041148	-0.09101816	-0.0008627679	-6.1231854e-05	-0.024724979	0.01365955	0.08362776	-0.045100033	-0.050778057
0.08594846	0.024463188	0.032435816	-0.04219952	-0.030696211	0.055425495	0.1343901	0.04246667	-0.038313396	-0.027188227	-0.045660518	-0.119241364	0.07191601	0.01130961	0.025104562	-0.05751155
-0.028535016	0.036869057	-0.04186919	-0.009585218	-0.03140469	0.043481667	0.052094195	0.1024571	-0.060587134	0.012492532	0.018185256	-0.019134639	0.07642077	0.06804991	0.021907866	-0.05977085
0.01749157	0.10553569	0.020244423	0.012076029	0.0024238003	0.037365574	0.08404639	-0.023881018	-0.018105973	-0.05021263	-0.025465412	0.016121939	0.0022273841	0.073005624	0.04922182	-0.010189227
-0.02067242	-0.008044831	0.09526538	0.022818629	0.04748383	0.026398787	0.040229052	0.05802033	-0.114672385	0.000607547	-0.03540765	0.008001889	0.03068567	0.12492247	0.028985048	-0.040571492
0.038456388	0.051831245	-0.005294962	0.04838593	-0.08791167	0.12644884	0.016119212	0.018763803	-0.038280312	-0.047500636	0.030001014	-0.003865089	0.025685502	0.08387643	-0.028576817	-0.11861342
-0.072302505	0.07292627	0.02269965	-0.021576842	0.029364724	0.0049956404	0.03303422	0.01331662	-0.059943136	0.03487592	0.09763985	0.03871834	0.01873464	0.04543008	0.029038468	-0.007758624
0.04325748	0.01724722	0.048943534	0.031875607	-0.030893734	0.096385404	0.07364037	0.07621111	-0.022280406	-0.05199481	0.017624596	0.0024895808	0.02330254	0.08946183	-0.033436272	-0.02575327
0.03811147	0.017838784	0.05078862	-0.0638734	-0.02492313	0.020531405	-0.05496867	0.006156026	-0.027493864	0.020611731	0.012028485	-0.063191965	0.05308567	0.03564418	0.014373681	-0.08114472
